product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,social connectedness,environment,self_sufficiency,transparency_authenticity,tradition,individuality,diversity_equality,privacy,status,thrift_value,innovation,fun_adventure,health
"Earth Mama Angel Baby Angel Baby Bottom Balm, 2-Ounce Jars",Health & Personal Care,5,0,0,N,Y,Five Stars,Love all the products in this!!,8/12/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Optimum Nutrition Instantized BCAA 5000mg Powder,Health & Personal Care,4,0,0,N,Y,Four Stars,Great product,2/10/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
"GABRIALLA Elastic Maternity Belt, BEST Medium Strength Pregnancy Support - Made in USA - Belly Band for Running & Exercising Moms, Abdominal and Lower Back Pain, Postpartum Recovery: MS-96 M W",Health & Personal Care,5,0,0,N,N,No complaints!,"I bought this belt at 15 weeks pregnant and at this point, I'm almost 22 weeks. So far so good. I run 2.5 miles a day, 5-6 days a week. I always wear it over a shirt so it doesn't rub against my skin. I feel very safe and comfortable when wearing it and wouldn't run without it. I would definitely purchase again.",6/20/2008,0,0,0,0,0,0,0,0,0,0,0,0,1
Nellie's All Natural Laundry Nuggets (30 Pre-Measured Packets),Health & Personal Care,5,3,4,N,Y,Nellie's Nuggets Work Great!,I love Nellie's Laundry Nuggets! Several members in our family have sensitive skin and Nellie's is okay for all of us. It works well on toddler clothes as well. Surprisingly so! I've put things in the washer thinking that with liquid soap I would always pre-treat a stain. Not needed so far - all our clothes come out clean and stain free.<br /><br />One user commented on the nuggets being hard. That is true for me as well. I put a nut cracker in the box of nuggets and just crunch up each nugget before I use it. It may not be a problem for machines where you add soap with the clothes. I use a front loader with a dispenser and we have had hardened chunks that did not completely dissolve. I'm able to crunch the nuggets with the nutcracker and it doesn't burst the outer pack. Just a few squeezes and the hardened nuggets are ready to use and dissolve easily with nothing leftover.,3/19/2012,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Bag WBR-5700 Vacuum-Sealing Hanging-Suit Storage Bag,Health & Personal Care,5,0,0,N,Y,Great product,I used this to store one man's XML ski jacket along with three other jackets. After using getting the air out I realized I could have put more in. Amazon Prime delivered it to me in two days with a good price.,6/19/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Murad Perfecting Night Cream, 3: Hydrate/Protect, 1.7 fl oz (50 ml)",Health & Personal Care,5,0,0,N,Y,Five Stars,tyyyyyyyyyyy,10/19/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
"Twinlab Acetyl L-Carnitine 500mg, 120 Capsules",Health & Personal Care,4,4,4,N,Y,Good buy for the money,I use L-Carnitine in support of an exercise and weight loss effort. After researching TwinLabs I felt comfortable ordering from them and have been pleased with that choice.,9/20/2013,0,0,0,0,0,0,0,0,0,1,0,0,1
Maxell CR2032 3V Micro Lithium Button Coin Cell Battery 1 Box of 100 Batteries,Health & Personal Care,5,0,0,N,Y,Great buy!,Used these batteries to replace exhausted batteries that shipped with mini-lights that we used during power outage of hurricane Sandy. Work great!,1/1/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dream Essentials Sweet Dreams Contoured Sleep Mask with Earplugs and Carry Pouch, Black",Health & Personal Care,4,0,0,N,Y,Great mask,"Seals out the dark, but does let a little light in underneath. However, it doesn't press down on the eyelids and is very comfortable. Also, stays on all night and doesn't seem to twist around like some of the cheaper masks do. Very good quality.",11/24/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
Pump for Nioxin liter / 33.8 oz bottles,Health & Personal Care,5,0,0,N,Y,Good quality.,"An absolute necessity for the 32-33.8 bottles of shampoo and/or conditioner. Bought 32 oz bottles, so am happy that they work for them as well as the 33.8 oz.",3/6/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Spenco Polysorb Cross Trainer Athletic Cushioning Arch Support Shoe Insoles, Women's 5-6 / Men's 4-5",Health & Personal Care,5,0,1,N,Y,I am loyal to Nike running shoes and these insoles provide the perfect support.,These insoles make all the difference. This is my second pair and I can't imagine running without them. I am loyal to Nike running shoes and these insoles provide the perfect support.,2/18/2015,0,0,0,0,0,0,0,0,1,1,0,0,0
Omron HJ-720ITC Pocket Pedometer with Advanced Omron Health Management Software,Health & Personal Care,4,3,5,N,Y,Works Gret,"Works great when doing normal tasks, but if you put it in your pocket and ride an ATV on rough road if falsely registers steps.",11/25/2007,0,0,0,0,0,0,0,0,0,1,0,0,0
Oppo Gel Bunion Sleeve - Small -#6741 - 1 / Pack,Health & Personal Care,4,0,0,N,Y,Ok,"I thought i would be able to use them with my shoes, that is when bunnion hurts<br />But they are thick for that purpose and shoe wont fit.<br />Otherwise, if i use them around the house, it kind of sooths my bunnion",8/25/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
Drive Medical Exercise Peddler with Attractive Silver Vein Finish (Requires Simple Assembly),Health & Personal Care,5,0,0,N,Y,great,"I like this when I use my computer, now and them Keeps circulation going. My Dr recommended this.",3/11/2015,0,0,0,0,0,0,0,0,0,1,0,0,1
"Get Your Tin of (24) Funny Bones Adhesive Latex Bandages, 3â€ x 3/4â€",Health & Personal Care,5,5,5,N,Y,Want vs Need,I wanted a band-aid = I needed these.<br />I wanted a tin = I needed a funny bandage<br />I need to post 8 more words in this review.,3/29/2013,0,0,0,0,0,0,0,0,0,1,0,0,1
"Nature babycare Eco Wipes with Aloe, 70-Count Packages (Pack of 10)",Health & Personal Care,5,1,1,N,N,AWESOME diaper wipe!,"Such a great product. The wipes are compostable and the packaging is plastic free. If you are a \\""green\\"" family, these are the wipes for you. With the subscribe and save program they are SO cost effective, cheaper than a department store!",3/17/2010,0,0,0,0,0,0,0,0,0,1,0,0,0
"DMI Reacher Grabber, Ergonomic Lightweight Reacher Grabber Tool With Magnetic Tip, Black",Health & Personal Care,5,1,1,N,Y,Sturdy Little Helper.,"Just couldn't live without this when recovering from surgery. BUT, now that I'm better i still use it for myriad things since I'm rather height challenged. Very sturdy.",3/28/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
AmazonBasics Performance Alkaline Batteries,Health & Personal Care,5,0,0,N,Y,Five Stars,They are AAA batteries,1/26/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alba Un-Petroleum Tangerine Lip Balm, SPF 18 , 0.15-Ounce Tubes (Pack of 24)",Health & Personal Care,5,0,0,N,Y,Five Stars,Love this stuff.,1/14/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
"DIM 200mg Plus BioPerine (2 Month Supply) Estrogen Metabolism and Balance. For Menopause, Body Building, PCOS, and Hormonal Acne. Supreme Aromatase Inhibitor...",Health & Personal Care,5,26,30,N,Y,Great Product- no Soy,"How is it that I get more information about products from Amazon then many other places? So glad I switched to this product. I was using another product that recently changed and has been &#34; reformatted&#34;. I had noticed a difference when the other DIM I was taking had changed their formula a bit, but thought I was just more stressed etc. I began feeling more emotionally even once I started Smokey Mtn DIM and I no longer have night sweats.",5/25/2015,0,0,0,0,0,0,0,0,0,1,0,0,1
Honest Amish Slick Beard Wax - All Natural and Organic - 2 ounce,Health & Personal Care,5,1,1,N,Y,I like the way it smells (like cinnamon and firewood and ...,This stuff is really fragrant. I like the way it smells (like cinnamon and firewood and honey) but your beard will smell like a candle.,6/4/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Vitafusion Women's Gummy Vitamins,Health & Personal Care,5,0,0,N,Y,Yummy! These are so much better than pills!,"I always forgot to take my multi-vitamin pills in the morning with breakfast. Now, I don't because they taste so good! Awesome product. My physician thought they were great too.",1/24/2013,0,0,0,0,0,1,0,0,0,1,0,0,0
Tonic Exfoliating Sea Salt Body Scrub with Invigorating Eucalyptus and Peppermint Essential Oils to Moisturize and Exfoliate by Angel Face Botanicals,Health & Personal Care,5,1,1,N,N,Smells amazing. Used it before shaving which isn't recommended because ...,"Smells amazing. Used it before shaving which isn't recommended because it leaves a bit of a waxy feel on your skin. I could tell it was effective and moisturizing on my arms and body with application. Used lotion after as an added bonus, however it hydrated my skin enough. Would definitely purchase again.",7/27/2015,0,0,0,0,0,0,0,0,0,1,0,0,1
Aqualizer ultra medium,Health & Personal Care,1,9,11,N,N,"Bit through it, unusable.","I bought this for my terrible jaw clenching. I followed the instructions, and simply bit through it - with the filling liquid in my mouth.<br />the sad thing is that I ordered also the bigger size - and same thing happened.<br /><br />Avoid this one.",2/17/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
"Eden Pond Turmeric Curcumin, 1000mg in Two Daily Capsules, 120 Caps",Health & Personal Care,5,0,0,N,Y,Great product,"This turmeric is wonderful! Turmeric is an anti inflammatory and I now taking it instead of an ASAID. I use turmeric in cooking,but for good results I feel the need to supplement because I can't add turmeric to all our food! I take it 2 or 3 times a day with meals. I have mild arthritis in my knees and I know this is helping.",9/14/2014,0,0,0,0,0,0,0,0,0,1,0,0,1
"Purple Ben Wa Balls, Kegel Exercise Balls 1 1/4"" Size",Health & Personal Care,4,1,1,N,Y,Wow!!!!!,Got em today. Wearing one ball at the moment. It was a little hard getting it in. But it definitely makes u work to keep it in. Try it!,8/1/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
Marpac All-Natural Noise Sound Machine,Health & Personal Care,5,0,0,N,Y,It actually works....,"This thing really works well. We have a neighbor we call &#34;Loud Howard&#34; after a certain cartoon character, who is an older hearing impaired guy that communicates by shouting. It's just his way. Anyhow, we're sleeping much better with this device.",11/8/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
"Santamedical 40 pack of 2"" X 2"" Re-Usable TENS/EMS Unit Electrode Pads with Premium Gel (White Cloth)",Health & Personal Care,5,1,1,N,Y,Very good fit and adhesion,Use these on my Santa Medical LFM-110. Work perfectly. The adhesive is great and the performance is just like the ones that came with the unit.,7/8/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Homedics Percussion Action Handheld Massager,Health & Personal Care,5,0,0,N,Y,Awesome,This massager is one of the better I've used. The only issue I've found is the heat option doesn't seem to be very warm. Little warmer would be great. Overall does exactly what I want.,3/19/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Canus Goat's Milk Organic Lip Balm (.15 Ounces),Health & Personal Care,1,0,0,N,Y,"Fancy ingredients except ""Oil of Mentha Viridis Leaf"" - NOT ""essential"" but actually irritating to skin.","As said in the title, this product lists oils, leaf extracts and vitamins in it's ingredients. The fancy ingredient list looks great except for the \\""Essential Oil of Mentha Viridis Leaf.\\"" Products that are applied to the skin or lips that include anything \\""mentha\\"" or \\""menthol\\"" is a huge turn-off for me and ruins the whole product. This type of ingredient is irritating to the skin. I get frustrated whenever vendors include menthol-type ingredients in their products. They should know better than that! Trying to draw customers in to the \\""cooling\\"" sensation is bogus! I can't return this, because I opened it before reading the ingredients. Waste of $1.65 - ugh",7/30/2012,0,0,0,0,0,0,0,0,0,1,0,0,0
10 Early Detection (HCG) Pregnancy Tests -- Strip Free Shipping from Formosa Medical,Health & Personal Care,5,0,0,N,Y,Awesome thanks!,These are 20 miu of hcg sensitivity. First Response claims to be 15 miu. So these are pretty good. Also no evap lines. I confirmed with a first response after my positive result and these were correct.,2/10/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Zensufu Back and Neck Pain Relief Acupressure Massage Mat and Neck Pillow Set,Health & Personal Care,5,0,0,N,Y,Love it. Use it daily,Love it. Use it daily. Relieves back stress and neck issues.,8/23/2015,0,0,0,0,0,0,0,0,0,1,0,0,1
Omron HEM-790IT Automatic Blood Pressure Monitor with Advanced Omron Health Management Software,Health & Personal Care,5,0,0,N,N,Highly recommended,This is a great product. I like to software that comes with the device. You can export the software into a spreadsheet and track every step. Much easier than having to write it down. The machine is very easy to use. Spend the extra $$ and get this device with the software. You will be glad you did.,5/10/2009,0,0,0,0,0,0,0,0,0,1,1,0,0
Backjoy Comfort Soles Mens Size 9-12,Health & Personal Care,5,0,0,N,Y,Five Stars,My husbands favorite insoles!!,6/5/2015,1,0,0,0,0,0,0,0,0,1,0,0,0
AMO Blink Tears Lubricating Eye Drops -- 25 Sterile Single-Use Vials,Health & Personal Care,5,0,0,N,Y,Works great and a good value.,Works great and a good value.,8/2/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Optimum Nutrition Platinum Hydrobuilder, Chocolate Shake, 40 Servings",Health & Personal Care,4,0,0,N,Y,My first protein powder,I've been lifting for over a year now and finally decided to add a shake into my diet. I'm about 3/4 of the way through my tub & have seen AWESOME results so far. Really taken my recovery & gains to the next level.<br /><br />However it tastes like Sweet & Low flavored chocolate. I started masking that flavor blending a banana or strawberries with.,7/14/2015,0,0,0,0,0,0,0,0,0,1,0,0,1
100% Pure Glucomannan Extract - Pure Konjac Root for Weight Loss - 1 Month Supply - 1350mg,Health & Personal Care,4,0,0,N,Y,Four Stars,Seems to be working,4/3/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Herb Pharm Certified Organic Mullein Blend Extract for Respiratory System Support,Health & Personal Care,5,0,0,N,Y,Solid purchase,Just what I expected...,7/15/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
BulkSupplements Pure L-Arginine Base Powder,Health & Personal Care,5,0,0,N,Y,Great product,Great product. Easy open package . Excellent price compared to other products of the same,8/24/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
"Fitbit Flex Wireless Wristband with Sleep Function, Black",Health & Personal Care,5,0,0,N,Y,Five Stars,Great Deal! Great product! Exactly what was expected. Thanks!,6/8/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
"Optimum Nutrition 100% Whey Gold Standard Whey, Vanilla Flavored, 1.9 lbs",Health & Personal Care,5,0,0,N,Y,I've used Optimum for years and find it's the perfect balance of protein content and bearable taste,I've used Optimum for years and find it's the perfect balance of protein content and bearable taste. This stuff tastes great in any blend,1/3/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Omron HJ-320 Tri-Axis Alvita Pedometer,Health & Personal Care,5,0,0,N,Y,I felt comfortable with the reviews on this item and the price ...,I have the Fitbit Charge and my son wanted to count his steps too. I didn't want to fork over alot of money for something that he would more than likely lose. I felt comfortable with the reviews on this item and the price was perfect for an active 11-year old. He set it up no problems and enjoys looking at his step count as he challenges me every day. He loves the fact it saves his count for the week. He doesn't use the clip provided he just puts it in his pocket and it was a perfect counter for him. We are both happy with the purchase.,5/3/2015,1,0,0,0,0,0,0,0,0,1,0,0,0
"Nature's Answer PassionFlower Vegetarian Capsules, 60-Count",Health & Personal Care,5,2,3,N,Y,Excellent product! Preview for Nature's Answer Passion Flower standardized 60-count,"I bought this product for my friend. Before taking the pills, she slept 2-3 hrs/night. Thanks to the passion flower standardized, now she can sleep straight from 9 pm to 5 am. My neighbor also tried it and her sleeping pattern has been improved.",4/18/2014,1,0,0,0,0,0,0,0,0,1,0,0,1
Enzymatic,Health & Personal Care,5,0,0,N,Y,but we were very happy with this,"Had this on auto- delivery for my Husband with gout. Had to switch to another brand for auto-delivery, but we were very happy with this. If he did have a gout attack, it would be much more mild, when before, it was debilitating.",3/11/2015,1,0,0,0,0,0,0,0,0,1,0,0,0
"Ubervita W700 Thermogenic Hyper Metabolizer Capsules, 60 Count",Health & Personal Care,5,0,0,N,Y,great product,The product keeps my weight low and it is easy to swallow. I have already dropped 6lbs in just two weeks,6/9/2014,0,0,0,0,0,0,0,0,0,1,0,0,1
AmopÃ© Pedi Perfect Electronic Pedicure Foot File Refills,Health & Personal Care,5,0,0,N,Y,Much needed refill,"I like that I can now borrow my daughter's Amope. I bought her one for Christmas and she's used it every week since. It works really well but as any grinding/filing surface, it smoothed out with use. These are nice and fresh and since they come in a two-pack, I can have my own.",5/13/2015,1,0,0,0,0,0,0,0,0,1,0,0,0
"Able Life Space Saver Lightweight Folding Travel Walker with 6"" wheels, Supprts 400 lbs/Bariatric",Health & Personal Care,5,4,5,N,Y,Stylish and Wonderfully Practical,I purchased this walker for my mother. She has gotten numerous complements on her walker. It is absolutely WONDERFUL. By retracting the walker she can maneuver thru small spaces then once passed can simply expand to full size. No other walker can do this!! It is fast and light for me to get into the car. A definite win-win for the patient and caregiver. I highly recommend this walker. It is worth every penny.,3/5/2014,1,0,0,0,0,0,0,0,0,1,1,0,0
Full-Spectrum Cramp Bark 500 mg 60 Caps,Health & Personal Care,5,0,1,N,Y,Five Stars,The item works very we,2/24/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ez2care Adjustable Lightweight Folding Quad Cane, Metallic Black",Health & Personal Care,5,2,2,N,Y,All it said it would be!,The product was everything it claimed.<br />I especially like the folding capability and easy storage.<br />It also Easily changed from extended to folded configurations.,10/19/2012,0,0,0,0,0,0,0,0,0,1,0,0,0
"Sleep Mask by Bedtime BlissÂ® - Contoured & Comfortable With MoldexÂ® Ear Plug Set. Includes Carry Pouch for Eye Mask and Ear Plugs - Great for Travel, Shift Work & Meditation",Health & Personal Care,4,0,0,N,Y,"It works great, but after a few months","It works great, but after a few months, the bubbles over the eyes get flatter. I bought this because regular face masks press against my eyes and its very irritating. And like I said, it was great for a couple months but after that it went flat :/.",12/7/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ecuadorian Truly Raw Cacao Butter, 16oz - Pacari Chocolate",Health & Personal Care,4,1,1,N,Y,Good product,I got a bunch of weird stuff in my package. Vegan or nutrition nut crud. But the butter was as expected. Seems of good quality.,2/14/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Dr. Jills Gel Ball of Foot Cushions (Self-Sticking and Re-Usable),Health & Personal Care,5,0,0,N,Y,Five Stars,Perfect for my foot and they last long.,5/26/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Universal Nutrition NOX3,Health & Personal Care,4,0,0,N,Y,Response to NOX 3,"I am at the end of this cycle of NOX 3. I used the Pinnacle NOX 2 years ago and it seems as though the Pinnacle product worked better. Now, I will do another cycle of the Universal NOX 3 to ensure that product is truly in my system. My diet has been extremely clean. No junk food what so ever and no eating out. I will see if there will be any changes with the next cycle.",4/8/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
niceEshop(TM) Aroma Atomizer Air Humidifier LED Ultrasonic Purifier Diffuser,Health & Personal Care,1,0,0,N,Y,Spend your money on a better quality unit,It only worked for 2 wks. It was noisy and does not have a timer. Spend your money on a better quality unit. I do not recommend this product.,5/15/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Simply Vitamins Garcinia Cambogia Extract 60% HCA 60 Capsules - Supports Healthy Weight loss and Weight Management. Boosts Metabolism and Suppresses Appetite. All Natural Non-Stimulant Fat Burner.,Health & Personal Care,5,0,0,N,N,Amazing,Amazing product can't wait to start losing weight! Thank you,5/27/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Amazon Elements Wipes,Health & Personal Care,5,0,0,N,N,Wipe me down,I got a deal on these! I love them. They are actually better than the huggies brand because they are more affordable and they work just as good. The packaging is cute as well. I will definitely buy more of these once in out.,7/21/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
"Now Foods Turmeric and Bromelain Veg Capsules,",Health & Personal Care,5,0,1,N,Y,Five Stars,Good for arthritis,7/9/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
"Eden Pond Ketones 250mg Highest Quality Capsules, Raspberry, 120 Count",Health & Personal Care,5,1,1,N,Y,"Love,Love, Love","Love this product. Have used it for about 2 months and have lost about 6 pounds, which is very good for me.",4/30/2012,0,0,0,0,0,0,0,0,0,1,0,0,1
"Purex Complete 3-in-1 Laundry Refill, Big Value 190 Sheets, Pure & Clean Scent",Health & Personal Care,4,0,0,N,Y,GREAT FOR COLLEGE STUDENTS,The sheets are convenient and easy to use. You don't need remember to bring a bottle of laundry detergent and softener sheets to the laundromat. Cleans clothes quite well. Too bad they discontinued the product.,8/25/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
BSN NO Xplode 2.0 Advanced Strength Orange 2.48 lb,Health & Personal Care,3,0,0,N,Y,Three Stars,"The product itself is good, the orange flavor, not so much.",7/31/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Liquid Lactase by Pharmax (3 PACK),Health & Personal Care,5,0,0,N,N,Love this stuff!,"I've purchased this several times and it works great for my son that has trouble digesting milk but loves drinking chocolate milk! It saves a bundle since I don't have to buy \\""special\\"" milk. Happy with this purchase.",11/8/2009,1,0,0,0,0,0,0,0,0,1,0,0,0
"[ 95% HCA ] Pure Garcinia Cambogia Extract - Highest Potency, Extremely Powerful NEW and IMPROVED Formula, Maximum Strength Natural Weight Loss Supplement, Appetite Suppressant, Fat Burner, and Carbs Blocker by ZenVita Formulas",Health & Personal Care,5,13,17,N,Y,I absolutely love this product,"I absolutely love this product. I exercise regularly and have been watching my diet, but since I have added this product I have lost 8 lbs and I am feeling really great, my energy level is so much better and my appetite has decreased (that's always a good thing). I turn 50 next month and with that are so many changes to my body, and my metabolism as well as my energy level. I really feel that this garcinia cambogia is the way to go to help increase the positive experience of losing weight and feeling great doing. I highly recommend this product. No jitters, no highs or lows, nice and steady all day.",10/16/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
MuscleTech Mass-Tech Chocolate 5lb,Health & Personal Care,5,0,0,N,Y,Five Stars,Good job. Thx,10/8/2014,0,0,0,0,0,0,0,0,0,1,0,0,1
Village Naturals Therapy Muscle Relief Natural Lotion 16 Fl Oz (3-Pack),Health & Personal Care,5,0,0,N,Y,Solid Gold Stuff!,"My wife suffers from Fibromyalgia and this stuff is liquid gold! It doesn't take away her pain, but it can calm things down enough for her to get much needed rest!",4/20/2015,1,0,0,0,0,0,0,0,0,1,0,0,1
HoMedics SS-2000G/F-AMZ Sound Spa Relaxation Machine with 6 Nature Sounds,Health & Personal Care,5,0,0,N,Y,Love this,Changed my daughter's sleeping. Love this product,1/14/2015,1,0,0,0,0,0,0,0,0,1,0,0,1
Nickelodeon Kids' Night Light,Home Improvement,5,0,0,N,Y,Five Stars,My 3 year old loves it. Stays on. Does not get hot. Relatively well made. Five stars from me!,7/8/2015,1,0,0,0,0,0,0,0,0,1,0,0,0
Honeywell C7189R1004 Wireless Air Indoor Sensor,Home Improvement,2,1,2,N,Y,Updated review: Sometimes setup is troublesome,"I ordered 4 of these for 2 thermostats, and the setup and install for the first two was a breeze. There are some limitations as to how the thermostat will use the thermostats temperature, but thats really a problem with the thermostat, not this product. However, for the other two I had problems. During setup, the unit kept giving me an orange light, when the manual only mentions either a green or red light. Even if I assumed that the orange light was supposed to mean &#34;red,&#34; that didn't make sense. Red indicates a dead battery, and I used several fresh sets of batteries. I never could get one unit to install. I contacted Honeywell support, and since this is supposed to be a contractor installed item, they will not help. If you do purchase this item, make sure you install it immediately. That way if it doesn't work, you can just return without having to deal with honeywell support. There are reports that these units might work initially, but fail/stop connecting to thermostat in a year or so, so that is still a concern you must deal with.",7/13/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
KOHLER Duostrainer Basket Strainer,Home Improvement,4,0,0,N,Y,Good Product,The local hardware stores do not carry this. Great replacement for original product.,8/4/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Kidde KN-COPP-B-LPM Battery-Operated Carbon Monoxide Alarm with Digital Display,Home Improvement,5,0,0,N,Y,Nice unit,I purchased this to use if/when I have to heat with emergency propane heaters. I have electric and would not need it until I use other heat.,10/27/2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Sloan C-100500-K Flushmate Flush Valve Cartridge Assembly,Home Improvement,5,0,0,N,Y,works great.,Easy to install and works as expected.,7/29/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
MLN-09VARIATION,Home Improvement,5,0,0,N,Y,Work as advertised,"I see there are people here who say theirs stay on all day, but mine do not. Mine only come on at dusk and seem to work as advertised. They are plenty light enough to do the job - the light isn't a soft yellow light though, it's a blueish white light. I got them to put around the house so when we come home to a dark house or go into a dark hall, we can at least see the way to the light switch and for that these work fine. After my first order I bought more and they also seem to work fine, so it wasn't just that I happened to get the only good pack out there. Now I can't speak of how long they last, since I just got them, but if they lasted a year I would be fine with it, they're cheap enough.",3/6/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Magcraft NSN0606 1/4-Inch Rare Earth Cube Magnets, 20-Count",Home Improvement,5,0,0,N,Y,Wow these are strong,"we use these on a magnetic whiteboard. Wow they are strong magnets, and look great in the process. Get them, noting will ever fall down.",5/8/2008,0,0,0,0,0,1,0,0,0,1,0,0,0
Moen Danbury Towel Ring,Home Improvement,5,0,0,N,Y,Perfect in our small-bathroom reno,Perfect in our small-bathroom reno. We used all ORB fixtures and this looks great! Easy and clear instructions for mounting; looks sharp!,4/12/2015,0,0,1,0,0,1,0,0,0,1,0,0,0
Mr. Beams MB722 Battery Powered Motion Sensing LED Stick Anywhere Night Light,Home Improvement,5,0,0,N,Y,"My second set, the first I got from Woot ...","My second set, the first I got from Woot so I knew what to expect. Very bright, and the batteries last a long<br />time. Got 6 months out of the ones I installed in our hallway, kitchen a little less longer.",8/17/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Samsung OEM Original Part: DE94-02933A Microwave Oven Door Handle Assembly,Home Improvement,2,5,5,N,Y,Part Made Wrong,According to the seller this was the correct part number for my microwave bit appears to have been made incorrectly. The seller did great but the part was no value to me since it would not work.,8/13/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Feit Electric a19/bug/led 13-Watt Compact Fluorescent Mini Twist Bug,Home Improvement,5,0,0,N,Y,Five Stars,"Working good. Light has been on constantly for months, and doning its job",4/3/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Nuvo Gotham Chandelier,Home Improvement,3,0,0,N,Y,It's a light fixture,"I bought this fixture because it was supposed to have 3 lights.It doesn't.That's my complaint.I would not have bought it if I had known this.Also from and electrical code point of view,there is no marking on the wire to show which wire is the hot wire.The code requires that the tab in the inside of the socket be connected to the hot wire not to the shell.",2/27/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Wire Bell Pendant Lamp in Barn Roof Finish,Home Improvement,5,1,1,N,Y,Just what I envisioned.,"I was looking for rustic and different and this is it. The light was purchased to add overhead lighting to the teen den. They also love it. The antique look and design was a great compromise of style, taste and generation.",4/24/2015,0,0,0,0,0,1,0,0,0,1,0,0,0
Giani Countertop Paint Kit,Home Improvement,1,10,12,N,Y,UPDATED REVIEW,"Application: The painting process was easy and quick. It came out looking good, considering it is paint on granite. Obvious it's not real but for 80 dollars I certainly wouldn't complain.<br /><br />*UPDATE* The countertop is beginning to flake off. Not on edges or corners but whole pieces in the middle of the counter. We followed the directions carefully, so I guess this is what you get when you go with an unreasonably cheap countertop solution!",10/30/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
"Rust-Oleum Satin Enamels Spray, 12-Ounce",Home Improvement,1,0,1,N,Y,One Star,It's one can @ the price of six. Print be fooled,8/27/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Omni CB3 Carbon Block Undersink Replacement Water Filter Cartridge,Home Improvement,5,0,1,N,Y,Best Filter Yet!!,"I have tried all kinds of filters for our drinking water line - we're on a well and the water is not the best right out of the well. With an iron filter, then this in-line filter, our drinking water is the best it's ever been. It tastes just like bottled water (maybe BETTER!!!!). It is well worth the money so don't let that keep you from buying it. You'll save more than the cost by not buying bottled water!!!",1/13/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
"Techno Earth F30K 90-240V 120-Degree Beam Angle Landscape Outdoor Waterproof 30W LED Flood Light Lamp, Cool White",Home Improvement,4,6,8,N,Y,"basic & bright, good value, but no switch?","This largely met my expectations as a portable auxiliary light for workshop and garage; it casts a bright wide 'cone' of diffused light out to 15-20 feet. It has a cord with plug on it, but no switch? Maybe I should have paid more attention to the description or maybe another model has a switch, but I expect most lights with a finished plug would have a switch, and those with unfinished tails I would expect to get hardwired. Its a debatable 4 or 5 star point, just be sure you know what you are getting. Using the switch on a power strip is an easy work-around, so I'm otherwise happy with it after the first week.",6/21/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
